Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA,Voltage,Circuit,Transformer_Bin
PROJ-3055,KeonjharExt,Hilly Forests,3760,2950,2,142485,5310,610650,3,D/C 765 kV,AIS,High,18,2013,2017,885,2143.7673591251223,765,D/C,2+
PROJ-1772,Gopalpur,Coastal Plains,894,806,1,27855,1620,110116,2,D/C 400 kV,GIS,Medium,12,2011,2014,270,625.7156673247542,400,D/C,2+
PROJ-8549,Neemrana,Desert Plains,1194,1511,2,45693,1587,78194,2,S/C 220 kV,Hybrid,Medium,12,2014,2016,529,228.4754593840916,220,S/C,2+
PROJ-8248,FirozabadRE Park,Northern Plains,1586,1283,2,53886,3090,199186,4,D/C 765 kV,GIS,Low,18,2019,2022,515,4726.454675891158,765,D/C,2+
PROJ-9407,BakhtiyarpurGIS,Northern Plains,2059,1980,2,63360,3966,245916,3,D/C 400 kV,GIS,Low,18,2019,2023,661,1179.036227025666,400,D/C,2+
PROJ-2276,Angul-III,Hilly Forests,2368,2322,3,74768,2787,120163,1,S/C 220 kV,AIS,High,18,2014,2017,929,169.66732089063947,220,S/C,1
PROJ-5158,Vijayawada-III,Coastal Plains,680,1142,1,34534,858,65008,2,S/C 220 kV,Hybrid,Medium,18,2015,2018,286,215.6745306702585,220,S/C,2+
PROJ-8333,Khetri,Desert Plains,1404,1503,1,51944,3012,248897,3,D/C 400 kV,Hybrid,Medium,18,2019,2023,502,1179.2142268455934,400,D/C,2+
PROJ-6730,Sikar,Desert Plains,1608,1581,2,54639,3174,196360,2,D/C 400 kV,GIS,Medium,18,2022,2024,529,975.2233872749725,400,D/C,2+
PROJ-2616,Neemrana,Desert Plains,7277,4735,2,214780,11364,980145,4,D/C 765 kV,Hybrid,Medium,12,2020,2024,1894,3650.470707645706,765,D/C,2+
PROJ-5448,Dhanbad,Hilly Forests,2474,1749,2,84477,4194,362043,3,D/C 765 kV,AIS,High,18,2017,2019,699,3241.6320370317294,765,D/C,2+
PROJ-9930,Kanpur,Northern Plains,1744,3457,3,96796,2595,178900,4,S/C 220 kV,Hybrid,Low,12,2016,2018,865,1086.7302014744096,220,S/C,2+
PROJ-4487,Dharamjaygarh,Hilly Forests,1264,901,2,43518,2142,186507,3,D/C 765 kV,AIS,High,18,2011,2013,357,3752.613203374492,765,D/C,2+
PROJ-9711,Kurnool-IV,Coastal Plains,1777,1673,1,75887,3012,380942,5,D/C 765 kV,AIS,Medium,18,2010,2012,502,4388.644430881474,765,D/C,2+
PROJ-6051,Bakhtiyarpur,Northern Plains,1933,1820,1,76440,3276,376740,5,D/C 765 kV,Hybrid,Low,18,2014,2018,546,6632.287330538709,765,D/C,2+
PROJ-4714,Ananthapuram,Coastal Plains,5827,4587,2,208066,11022,783345,3,D/C 765 kV,GIS,Medium,18,2015,2017,1837,1799.9546614855903,765,D/C,2+
PROJ-2811,Pakaldul,Hilly Forests,3009,1667,1,80516,3996,258802,2,D/C 765 kV,GIS,High,18,2020,2022,666,2810.763952838527,765,D/C,2+
PROJ-6315,Umred,Central Plains,2502,2639,2,91204,5262,437018,2,D/C 400 kV,Hybrid,Medium,12,2022,2024,877,1231.4885841834612,400,D/C,2+
PROJ-5991,Angul,Hilly Forests,1430,1013,2,48928,1824,157268,3,D/C 765 kV,GIS,High,18,2015,2018,304,2947.5628489279275,765,D/C,2+
PROJ-2452,KishenpurGIS,Hilly Forests,1458,1028,1,37830,2466,170237,2,D/C 400 kV,Hybrid,High,12,2010,2012,411,654.9677113888714,400,D/C,2+
PROJ-6497,JaipurGIS,Desert Plains,1640,1172,1,53162,2826,181953,1,D/C 765 kV,GIS,Medium,12,2012,2016,471,1102.440925901119,765,D/C,1
PROJ-7871,BikanerExt,Desert Plains,2907,4582,1,138560,5499,177839,2,S/C 220 kV,GIS,Medium,18,2012,2014,1833,500.949811775072,220,S/C,2+
PROJ-6975,Dausa-II,Desert Plains,2595,2895,3,100051,5802,479412,4,D/C 400 kV,Hybrid,Medium,12,2021,2025,967,1349.7732746630313,400,D/C,2+
PROJ-2332,Rewa,Central Plains,947,850,2,29376,1716,140760,4,D/C 400 kV,Hybrid,Medium,12,2018,2021,286,2486.0076352654214,400,D/C,2+
PROJ-6626,Kishenpur,Hilly Forests,1416,728,2,35162,1746,150696,5,D/C 765 kV,AIS,High,18,2020,2024,291,2779.3557733867506,765,D/C,2+
PROJ-6496,Ramgarh,Desert Plains,1586,1272,1,43960,3054,157982,4,D/C 400 kV,GIS,Medium,18,2015,2019,509,1663.207816568744,400,D/C,2+
PROJ-7163,Fatuha,Northern Plains,3132,6213,2,173964,5592,321523,2,S/C 220 kV,Hybrid,Low,12,2019,2023,1864,475.2120040700156,220,S/C,2+
PROJ-3664,Vijayawada,Coastal Plains,1357,2003,2,60571,1803,114021,3,S/C 220 kV,Hybrid,Medium,12,2010,2012,601,360.67360567367416,220,S/C,2+
PROJ-7324,Dharamjaygarh,Hilly Forests,2909,2747,3,101090,5502,454903,2,D/C 400 kV,AIS,High,12,2011,2015,917,746.9004355968801,400,D/C,2+
PROJ-2610,JindRE Park,Northern Plains,846,857,2,27424,1716,106439,2,D/C 400 kV,GIS,Low,12,2014,2018,286,1188.6519597926726,400,D/C,2+
PROJ-1555,Solapur-III,Central Plains,1406,1525,1,52704,3048,252540,2,D/C 400 kV,Hybrid,Medium,18,2014,2018,508,655.9928912962266,400,D/C,2+
PROJ-7442,Yadadri-II,Central Plains,1005,1182,1,35744,1419,45876,2,S/C 220 kV,GIS,Medium,18,2019,2023,473,349.7083183024481,220,S/C,2+
PROJ-3174,Angul,Hilly Forests,5012,5671,1,208693,11352,704338,4,D/C 400 kV,GIS,High,12,2013,2015,1892,1512.424455660344,400,D/C,2+
PROJ-7361,Nagpur,Central Plains,1556,2755,2,83311,2067,142571,3,S/C 220 kV,Hybrid,Medium,12,2012,2014,689,752.026911155365,220,S/C,2+
PROJ-7866,Beawar,Desert Plains,2334,2152,2,65076,2583,83524,2,S/C 220 kV,GIS,Medium,18,2020,2024,861,392.66679518564615,220,S/C,2+
PROJ-1020,Bikaner,Desert Plains,1014,1151,2,42357,2316,190606,2,D/C 400 kV,Hybrid,High,18,2011,2013,386,1065.3556804357954,400,D/C,2+
PROJ-1163,Paradeep,Coastal Plains,1593,1182,2,57091,2844,269141,2,D/C 765 kV,Hybrid,High,12,2014,2018,474,1660.5050580381971,765,D/C,2+
PROJ-6481,Gurgaon,Northern Plains,2093,1414,1,59388,3420,292698,4,D/C 765 kV,Hybrid,Low,18,2022,2026,570,2045.4145790696762,765,D/C,2+
PROJ-8451,Jind,Northern Plains,2685,5097,1,142716,5352,263770,3,S/C 220 kV,Hybrid,Low,12,2017,2021,1784,744.5843165464009,220,S/C,2+
PROJ-4647,Kurnool,Coastal Plains,2357,1923,2,87227,3462,437867,5,D/C 765 kV,AIS,Medium,12,2021,2023,577,5746.051510580318,765,D/C,2+
PROJ-2235,North Karanpura,Hilly Forests,3225,2275,3,109882,5466,470925,5,D/C 765 kV,Hybrid,High,18,2012,2014,911,3687.53235646235,765,D/C,2+
PROJ-1830,Koppal,Central Plains,586,690,2,20866,828,35708,1,S/C 220 kV,AIS,Medium,18,2019,2023,276,195.54297817604555,220,S/C,1
PROJ-9445,PakaldulGIS,Hilly Forests,1114,1092,1,35162,1311,42383,0,S/C 220 kV,GIS,High,18,2016,2018,437,205.67402425944184,220,S/C,0
PROJ-1648,BikanerGIS,Desert Plains,2449,1807,2,87278,3252,280537,5,D/C 765 kV,GIS,High,18,2020,2022,542,2560.7723734490814,765,D/C,2+
PROJ-6516,Yadadri,Central Plains,5935,4682,1,212376,11226,969174,5,D/C 765 kV,AIS,Medium,18,2016,2018,1871,4113.431941387918,765,D/C,2+
PROJ-7753,Gadag,Coastal Plains,2318,1641,1,74436,3942,280242,2,D/C 765 kV,GIS,Medium,12,2013,2016,657,2985.929592238601,765,D/C,2+
PROJ-7581,Khetri,Desert Plains,3458,2255,2,102287,5400,466785,2,D/C 765 kV,Hybrid,Medium,12,2020,2022,900,2390.8222462132953,765,D/C,2+
PROJ-9906,Mainpuri,Northern Plains,881,898,1,28736,1788,111532,1,D/C 400 kV,GIS,Low,12,2013,2016,298,354.85109253005345,400,D/C,1
PROJ-9196,Raichur,Central Plains,1314,1351,2,46691,2700,223726,2,D/C 400 kV,Hybrid,Medium,18,2021,2023,450,794.3660049140237,400,D/C,2+
PROJ-4849,Ananthapuram,Coastal Plains,1484,1338,2,46241,2688,182798,4,D/C 400 kV,GIS,Medium,12,2010,2013,448,2119.9410737402354,400,D/C,2+
PROJ-4977,Beawar-II,Desert Plains,2166,1710,1,77566,4098,353970,3,D/C 765 kV,AIS,Medium,18,2013,2016,683,1636.3391410243735,765,D/C,2+
PROJ-3779,Nellore,Coastal Plains,2782,2342,2,80940,5622,426619,4,D/C 400 kV,Hybrid,Medium,18,2020,2023,937,1276.3803450401738,400,D/C,2+
PROJ-4788,Varanasi,Northern Plains,1006,791,2,33222,1884,163737,2,D/C 765 kV,Hybrid,Low,12,2018,2021,314,1213.5121318717688,765,D/C,2+
PROJ-4797,GurgaonExt,Northern Plains,1150,1454,1,46528,2916,240782,2,D/C 400 kV,AIS,Low,18,2015,2019,486,711.9887365710732,400,D/C,2+
PROJ-5832,ChoutuppalGIS,Central Plains,1606,1363,2,61826,2454,211606,3,D/C 765 kV,GIS,Medium,18,2019,2023,409,2664.8051519696164,765,D/C,2+
PROJ-5578,Kurnool,Coastal Plains,2866,5440,1,164506,5712,309672,2,S/C 220 kV,Hybrid,Medium,12,2014,2016,1904,231.09385478599393,220,S/C,2+
PROJ-6185,Kishenpur,Hilly Forests,2656,2047,2,75330,4092,254237,5,D/C 400 kV,GIS,High,18,2016,2018,682,2247.847397267571,400,D/C,2+
PROJ-5597,Raigarh-III,Hilly Forests,3006,2010,3,73968,4824,249642,2,D/C 400 kV,GIS,High,18,2015,2018,804,804.2882267489763,400,D/C,2+
PROJ-6109,Barmer,Desert Plains,1201,977,2,47189,1758,202239,4,D/C 765 kV,Hybrid,High,18,2022,2026,293,4738.924690215517,765,D/C,2+
PROJ-6574,Turumunga,Hilly Forests,1518,1280,1,41216,1344,66240,0,S/C 220 kV,Hybrid,High,18,2020,2022,448,282.1854368987685,220,S/C,0
PROJ-4524,Jaisalmer,Desert Plains,1554,1613,1,59358,3222,200335,5,D/C 400 kV,GIS,High,12,2017,2020,537,2187.454445268491,400,D/C,2+
PROJ-1481,Fatuha,Northern Plains,2106,1830,1,58560,4392,303048,4,D/C 400 kV,Hybrid,Low,12,2022,2024,732,1752.080807903617,400,D/C,2+
PROJ-4526,Solapur-II,Central Plains,2018,2375,2,71820,2850,122906,4,S/C 220 kV,AIS,Medium,18,2010,2014,950,841.270298035256,220,S/C,2+
PROJ-7864,Dharamjaygarh,Hilly Forests,922,1003,2,32297,903,38929,0,S/C 220 kV,GIS,High,12,2021,2025,301,182.25102331707382,220,S/C,0
PROJ-5457,Aligarh,Northern Plains,860,1619,2,45332,1215,83783,1,S/C 220 kV,Hybrid,Low,18,2017,2019,405,196.07401637327092,220,S/C,1
PROJ-6120,Kishenpur,Hilly Forests,1685,1363,2,50158,2736,225713,4,D/C 400 kV,Hybrid,High,12,2014,2017,456,1697.2954403180818,400,D/C,2+
PROJ-4536,ChoutuppalExt,Central Plains,5671,4472,2,202850,10728,925704,5,D/C 765 kV,AIS,Medium,18,2012,2016,1788,7349.571989073015,765,D/C,2+
PROJ-2341,Kishenpur,Hilly Forests,2780,1791,1,65909,3582,222442,5,D/C 400 kV,GIS,High,18,2020,2022,597,1604.7945188235021,400,D/C,2+
PROJ-8099,Jind,Northern Plains,2690,2980,3,95360,5964,370116,2,D/C 400 kV,GIS,Low,12,2016,2020,994,780.4486674742661,400,D/C,2+
PROJ-3126,Dharamjaygarh,Hilly Forests,830,817,2,26307,735,31710,0,S/C 220 kV,GIS,High,18,2020,2023,245,272.94447525101066,220,S/C,0
PROJ-8836,GadagExt,Central Plains,1634,1340,2,60782,2412,208035,4,D/C 765 kV,GIS,Medium,18,2017,2021,402,5998.870693144522,765,D/C,2+
PROJ-8518,Raichur,Central Plains,889,1102,2,33324,1323,57028,2,S/C 220 kV,Hybrid,Medium,12,2017,2020,441,422.172682241051,220,S/C,2+
PROJ-2314,Jaisalmer,Desert Plains,7798,6343,1,306367,11418,1313001,5,D/C 765 kV,AIS,High,18,2022,2026,1903,6285.40601021228,765,D/C,2+
PROJ-4871,Varanasi,Northern Plains,2123,2119,1,67808,4254,350906,3,D/C 400 kV,Hybrid,Low,12,2021,2024,709,1346.0386939569926,400,D/C,2+
PROJ-9502,Vijayawada,Coastal Plains,2215,2660,3,80438,2793,151420,1,S/C 220 kV,AIS,Medium,18,2010,2013,931,154.94635940518174,220,S/C,1
PROJ-7967,Gopalpur-III,Coastal Plains,1090,739,1,33521,1782,126203,2,D/C 765 kV,GIS,Medium,12,2014,2017,297,2756.4413349583847,765,D/C,2+
PROJ-7671,Koppal,Central Plains,1414,1468,1,50734,2940,243101,3,D/C 400 kV,Hybrid,Medium,18,2015,2017,490,946.4275031133077,400,D/C,2+
PROJ-5142,Pakaldul,Hilly Forests,8359,4531,1,218847,10878,937917,3,D/C 765 kV,Hybrid,High,12,2020,2022,1813,3514.7195867783985,765,D/C,2+
PROJ-1355,Koppal,Central Plains,1350,1709,2,51680,1794,66331,3,S/C 220 kV,GIS,Medium,12,2018,2020,598,798.8228940375008,220,S/C,2+
PROJ-4815,Raichur,Central Plains,2848,2249,2,102015,5388,465543,3,D/C 765 kV,Hybrid,Medium,18,2015,2018,898,3155.7205163234566,765,D/C,2+
PROJ-5976,RaichurRE Park,Coastal Plains,1120,766,1,34746,1830,130814,3,D/C 765 kV,GIS,Medium,18,2012,2014,305,4129.960807975034,765,D/C,2+
PROJ-9330,Dharamjaygarh,Hilly Forests,1912,968,1,46754,2328,150282,3,D/C 765 kV,GIS,High,18,2016,2020,388,1902.0456853519222,765,D/C,2+
PROJ-3388,Fatuha,Northern Plains,1467,1296,2,54432,3108,268272,2,D/C 765 kV,AIS,Low,18,2016,2020,518,2569.336527888619,765,D/C,2+
PROJ-9607,Bhadla,Desert Plains,2130,1588,2,76700,3804,328716,4,D/C 765 kV,AIS,High,12,2012,2014,634,2851.856646035643,765,D/C,2+
PROJ-9098,KudankulamGIS,Coastal Plains,2401,2814,2,97252,5634,512598,3,D/C 400 kV,Hybrid,Medium,12,2015,2019,939,1870.658097841454,400,D/C,2+
PROJ-5987,Jaisalmer,Desert Plains,864,787,1,28962,1566,130327,3,D/C 400 kV,Hybrid,High,12,2015,2019,261,1530.2778784060597,400,D/C,2+
PROJ-8038,Tuticorin-III,Coastal Plains,1469,1037,2,50087,2490,236125,3,D/C 765 kV,AIS,High,18,2010,2012,415,1773.0062731539906,765,D/C,2+
PROJ-8439,Raigarh,Hilly Forests,1603,1594,2,58659,3192,263966,4,D/C 400 kV,AIS,High,12,2017,2020,532,1878.4661256909503,400,D/C,2+
PROJ-8571,Sikar,Desert Plains,6733,6340,2,287582,11412,1312380,5,D/C 765 kV,Hybrid,Medium,18,2015,2018,1902,3989.797257709752,765,D/C,2+
PROJ-7874,Indore,Central Plains,1204,1492,2,45118,1791,77211,2,S/C 220 kV,Hybrid,Medium,12,2013,2015,597,579.8082494630569,220,S/C,2+
PROJ-9695,Bikaner,Desert Plains,2594,2700,3,86940,2835,139725,2,S/C 220 kV,Hybrid,High,12,2021,2024,945,536.8365660074838,220,S/C,2+
PROJ-1271,KeonjharExt,Hilly Forests,760,785,1,25277,942,30468,1,S/C 220 kV,GIS,High,12,2013,2016,314,113.24719557037318,220,S/C,1
PROJ-5873,Raigarh,Hilly Forests,1212,1252,1,40314,1503,64791,2,S/C 220 kV,Hybrid,High,12,2012,2016,501,397.04723759714784,220,S/C,2+
PROJ-7349,North Karanpura,Hilly Forests,1227,1320,2,42504,1386,68310,1,S/C 220 kV,Hybrid,High,18,2019,2022,462,226.68017086334515,220,S/C,1
PROJ-4599,BarmerRE Park,Desert Plains,4543,5245,2,181267,10500,868572,3,D/C 400 kV,AIS,Medium,18,2014,2017,1750,1431.8907825469294,400,D/C,2+
PROJ-4283,Raigarh-III,Hilly Forests,1867,2558,2,82368,1920,132376,3,S/C 220 kV,AIS,High,12,2022,2025,640,391.1416161073766,220,S/C,2+
PROJ-5079,Dhanbad-III,Hilly Forests,3317,2337,2,112877,5622,483759,3,D/C 765 kV,AIS,High,18,2016,2020,937,2040.2018170478955,765,D/C,2+
PROJ-8034,Jind,Northern Plains,748,880,1,24640,1056,45540,1,S/C 220 kV,AIS,Low,18,2016,2020,352,182.33224287150563,220,S/C,1
PROJ-9982,Jaisalmer,Desert Plains,1092,1285,2,41377,1542,66499,3,S/C 220 kV,Hybrid,High,18,2012,2015,514,700.5346431126163,220,S/C,2+
PROJ-1461,Varanasi,Northern Plains,1338,1474,2,47168,2958,244094,1,D/C 400 kV,AIS,Low,18,2018,2022,493,363.4553762068614,400,D/C,1
PROJ-1693,Kishenpur-III,Hilly Forests,3128,4418,2,142260,5301,228631,1,S/C 220 kV,Hybrid,High,18,2011,2015,1767,169.01652556447735,220,S/C,1
PROJ-7878,Dhanbad,Hilly Forests,2411,1703,1,82255,4086,352521,4,D/C 765 kV,AIS,High,18,2017,2019,681,2354.8101350282222,765,D/C,2+
PROJ-4186,Koppal,Central Plains,2330,2653,3,91688,5298,439337,2,D/C 400 kV,AIS,Medium,18,2013,2017,883,834.9543796195109,400,D/C,2+
PROJ-2323,Pakaldul,Hilly Forests,2084,1723,2,83221,3102,356661,5,D/C 765 kV,Hybrid,High,12,2013,2015,517,5017.0863542742845,765,D/C,2+
PROJ-9435,Turumunga,Hilly Forests,1076,1220,1,39284,1281,63135,1,S/C 220 kV,Hybrid,High,12,2019,2022,427,107.86242796821979,220,S/C,1
PROJ-8000,Choutuppal-II,Central Plains,4539,5519,2,190737,11052,685460,4,D/C 400 kV,GIS,Medium,12,2012,2015,1842,2107.8758265668293,400,D/C,2+
PROJ-8839,TurumungaExt,Hilly Forests,1997,1782,2,57380,2139,92218,2,S/C 220 kV,AIS,High,12,2022,2024,713,568.3489602127253,220,S/C,2+
PROJ-1486,Jind,Northern Plains,2438,2147,2,90174,5166,444429,3,D/C 765 kV,AIS,Low,18,2013,2017,861,4104.903321106761,765,D/C,2+
PROJ-4780,Ranchi,Hilly Forests,1072,863,2,31758,1740,107185,1,D/C 400 kV,GIS,High,12,2015,2017,290,497.10176714429207,400,D/C,1
PROJ-9777,Kanpur,Northern Plains,1260,980,1,41160,2358,202860,5,D/C 765 kV,Hybrid,Low,12,2010,2014,393,5182.953229936664,765,D/C,2+
PROJ-2564,Tuticorin,Coastal Plains,1554,1492,2,54906,2994,203837,4,D/C 400 kV,GIS,High,18,2010,2014,499,1511.6738237149737,400,D/C,2+
PROJ-6583,Firozabad,Northern Plains,2763,1813,1,76146,4362,375291,5,D/C 765 kV,AIS,Low,18,2020,2024,727,4812.67358066574,765,D/C,2+
PROJ-8262,Barmer,Desert Plains,2159,2731,3,87938,2868,141329,3,S/C 220 kV,Hybrid,High,12,2013,2017,956,388.64345514373605,220,S/C,2+
PROJ-4958,Ramgarh,Desert Plains,918,788,2,27233,1578,130493,1,D/C 400 kV,Hybrid,Medium,18,2017,2019,263,526.7646167830992,400,D/C,1
PROJ-7486,Pakaldul-II,Hilly Forests,1317,1417,2,45627,1488,54997,2,S/C 220 kV,GIS,High,18,2015,2019,496,499.84649280343496,220,S/C,2+
PROJ-1564,Kurnool,Coastal Plains,1439,1379,2,47658,2772,251199,1,D/C 400 kV,Hybrid,Medium,18,2010,2013,462,586.1809437546588,400,D/C,1
PROJ-5544,Raigarh-III,Hilly Forests,2507,1495,2,72208,3594,309465,3,D/C 765 kV,Hybrid,High,12,2013,2015,599,2227.411510904189,765,D/C,2+
PROJ-8653,Jaisalmer,Desert Plains,2278,2643,2,97262,5262,437681,3,D/C 400 kV,AIS,High,18,2010,2012,877,1080.4610396911985,400,D/C,2+
PROJ-9967,Kurnool,Coastal Plains,1101,1037,2,47038,1866,236125,3,D/C 765 kV,AIS,Medium,18,2014,2016,311,4022.1299576337933,765,D/C,2+
PROJ-5863,Bakhtiyarpur-II,Northern Plains,1049,1976,2,55328,1482,102258,0,S/C 220 kV,Hybrid,Low,18,2018,2021,494,207.0671128031047,220,S/C,0
PROJ-9345,Sohna Road,Northern Plains,1037,1220,2,34160,1464,47351,0,S/C 220 kV,GIS,Low,18,2012,2016,488,168.58537285565205,220,S/C,0
PROJ-4239,Koppal-III,Coastal Plains,4333,5587,1,193087,11178,1017728,4,D/C 400 kV,AIS,Medium,18,2013,2016,1863,2241.706034961687,400,D/C,2+
PROJ-4962,Kanpur,Northern Plains,1220,1512,1,42336,1815,58684,2,S/C 220 kV,GIS,Low,12,2014,2016,605,433.6797938856677,220,S/C,2+
PROJ-1687,Jind,Northern Plains,3250,3060,3,128520,5508,633420,5,D/C 765 kV,Hybrid,Low,18,2013,2017,918,6227.19737092165,765,D/C,2+
PROJ-6621,SolapurExt,Central Plains,716,860,1,26006,903,33379,1,S/C 220 kV,GIS,Medium,18,2013,2015,301,125.51606055911276,220,S/C,1
PROJ-3372,Raigarh,Hilly Forests,1771,1223,1,59071,2940,253161,2,D/C 765 kV,Hybrid,High,12,2018,2020,490,1726.1645927972702,765,D/C,2+
PROJ-4517,Keonjhar,Hilly Forests,1990,1528,2,56230,3054,189778,5,D/C 400 kV,GIS,High,12,2021,2025,509,1903.18270651668,400,D/C,2+
PROJ-5576,Mandsaur,Central Plains,4331,5577,1,192741,11172,923551,4,D/C 400 kV,Hybrid,Medium,18,2016,2018,1862,1999.6227615510911,400,D/C,2+
PROJ-3934,GopalpurGIS,Coastal Plains,1857,1985,2,68602,3972,361588,4,D/C 400 kV,AIS,Medium,12,2022,2026,662,1497.4392929805372,400,D/C,2+
PROJ-5522,Neemrana,Desert Plains,2690,2560,2,88474,5118,423936,4,D/C 400 kV,Hybrid,Medium,12,2019,2023,853,1412.0994127026136,400,D/C,2+
PROJ-2255,Vijayawada,Coastal Plains,768,567,2,25719,1020,129106,2,D/C 765 kV,AIS,Medium,12,2018,2021,170,1570.1903373876942,765,D/C,2+
PROJ-6493,Kurnool,Coastal Plains,1516,939,1,42593,2256,160358,2,D/C 765 kV,GIS,Medium,12,2014,2017,376,2793.53084925285,765,D/C,2+
PROJ-9577,Tuticorin,Coastal Plains,1472,972,2,46948,2316,221324,1,D/C 765 kV,Hybrid,High,18,2010,2012,386,1024.5113895702548,765,D/C,1
PROJ-6613,Aligarh-III,Northern Plains,2504,4658,1,130424,5589,241051,3,S/C 220 kV,Hybrid,Low,12,2010,2013,1863,898.3533208610365,220,S/C,2+
PROJ-4715,Aligarh,Northern Plains,1807,1832,1,58624,3666,303379,5,D/C 400 kV,Hybrid,Low,12,2014,2017,611,3099.626214904358,400,D/C,2+
PROJ-5840,Gopalpur,Coastal Plains,2193,3073,3,92928,2766,174931,4,S/C 220 kV,AIS,Medium,18,2012,2015,922,1180.053730356114,220,S/C,2+
PROJ-6031,RaichurExt,Coastal Plains,754,1057,2,31964,951,60170,1,S/C 220 kV,AIS,Medium,18,2019,2022,317,244.57921932435514,220,S/C,1
PROJ-9080,Varanasi,Northern Plains,1390,1409,1,45088,2820,233330,4,D/C 400 kV,Hybrid,Low,12,2019,2022,470,2148.3635975042507,400,D/C,2+
PROJ-8405,Raigarh,Hilly Forests,1876,1653,1,60830,3306,273737,5,D/C 400 kV,Hybrid,High,12,2021,2025,551,1961.9655045394688,400,D/C,2+
PROJ-8692,Angul,Hilly Forests,1625,2150,2,69230,1935,83447,3,S/C 220 kV,GIS,High,12,2010,2014,645,880.7964399025404,220,S/C,2+
PROJ-3520,Paradeep,Coastal Plains,2380,3263,2,105069,2937,185746,3,S/C 220 kV,AIS,High,18,2019,2021,979,604.566227210673,220,S/C,2+
PROJ-3927,NelloreExt,Coastal Plains,1090,1027,1,46585,1848,233848,2,D/C 765 kV,Hybrid,Medium,18,2017,2019,308,1229.673649478407,765,D/C,2+
PROJ-6276,FirozabadExt,Northern Plains,1431,1471,2,47072,2958,182698,3,D/C 400 kV,GIS,Low,18,2013,2016,493,1185.7442477078532,400,D/C,2+
PROJ-9194,Dausa,Desert Plains,1234,1215,1,41990,2916,201204,3,D/C 400 kV,AIS,Medium,12,2018,2022,486,1052.8190881214603,400,D/C,2+
PROJ-8656,Tuticorin,Coastal Plains,3213,4538,1,146124,5445,258326,2,S/C 220 kV,Hybrid,High,18,2014,2018,1815,437.55323902315956,220,S/C,2+
PROJ-1347,Mainpuri,Northern Plains,2238,2274,2,72768,4542,282431,4,D/C 400 kV,GIS,Low,12,2011,2014,757,1377.427373559446,400,D/C,2+
PROJ-6376,Jaipur,Desert Plains,2407,2507,3,86642,5016,415159,3,D/C 400 kV,Hybrid,Medium,18,2015,2019,836,1099.7131577069335,400,D/C,2+
PROJ-9373,North Karanpura,Hilly Forests,1121,782,1,28778,1572,97124,3,D/C 400 kV,GIS,High,12,2022,2025,262,986.9894301302303,400,D/C,2+
PROJ-4789,Yadadri,Central Plains,1488,1477,1,66997,2658,305739,1,D/C 765 kV,Hybrid,Medium,12,2015,2017,443,502.7108994143297,765,D/C,1
PROJ-7979,KhetriGIS,Desert Plains,1427,1450,1,50112,3480,240120,2,D/C 400 kV,Hybrid,Medium,12,2015,2017,580,911.2402844431045,400,D/C,2+
PROJ-9211,Angul-II,Hilly Forests,6091,5653,1,208030,11310,936137,4,D/C 400 kV,Hybrid,High,18,2022,2025,1885,1340.8430101497356,400,D/C,2+
PROJ-4581,Angul,Hilly Forests,1904,2390,1,76958,2151,123682,4,S/C 220 kV,AIS,High,18,2010,2012,717,1172.0215285332101,220,S/C,2+
PROJ-4514,Nagbhid,Central Plains,2060,2474,2,74814,2598,128029,2,S/C 220 kV,Hybrid,Medium,18,2017,2020,866,596.3717905829562,220,S/C,2+
PROJ-4735,Barmer,Desert Plains,809,1278,1,41152,963,66136,0,S/C 220 kV,Hybrid,High,12,2016,2019,321,175.8457169927601,220,S/C,0
PROJ-4334,KoppalRE Park,Coastal Plains,975,1234,1,37316,1296,70245,2,S/C 220 kV,AIS,Medium,12,2018,2021,432,488.63862030051087,220,S/C,2+
PROJ-7405,Dharamjaygarh,Hilly Forests,2113,1460,1,70518,3510,302220,2,D/C 765 kV,AIS,High,12,2011,2014,585,1279.544753252579,765,D/C,2+
PROJ-6175,Tuticorin,Coastal Plains,1686,1555,1,50071,1866,88518,3,S/C 220 kV,AIS,High,18,2020,2022,622,779.7222785517093,220,S/C,2+
PROJ-2480,Choutuppal-II,Central Plains,2305,3675,3,111132,2760,190181,3,S/C 220 kV,AIS,Medium,18,2022,2025,920,788.7448321388293,220,S/C,2+
PROJ-6282,Dhanbad,Hilly Forests,953,1080,1,34776,1134,41918,1,S/C 220 kV,GIS,High,12,2015,2019,378,204.61308495382386,220,S/C,1
PROJ-9325,Fatuha,Northern Plains,1350,934,2,39228,2250,193338,2,D/C 765 kV,Hybrid,Low,12,2016,2018,375,2754.4010816262166,765,D/C,2+
PROJ-8146,Raichur,Central Plains,1088,1607,2,48596,1446,62372,1,S/C 220 kV,GIS,Medium,12,2014,2016,482,263.31988789431546,220,S/C,1
PROJ-1411,Koppal,Central Plains,6830,4650,2,210924,11160,962550,5,D/C 765 kV,AIS,Medium,18,2022,2024,1860,6998.337226460866,765,D/C,2+
