Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA
PROJ-6975,Bihar,Northern Plains,2479.0,2895,3,87005.96947338007,5802,225810,4,D/C 400 kV,Hybrid,Medium,12,2021,2025,967,4327
PROJ-2332,Karnataka,Coastal Plains,968.0,850,2,25545.79414589743,1716,61200,1,D/C 400 kV,Hybrid,High,12,2018,2021,286,500
PROJ-6626,Gujarat,Desert Plains,1180.0,728,2,21879.221339074506,1746,109200,3,D/C 765 kV,AIS,Medium,18,2020,2024,291,1531
PROJ-6496,Karnataka,Coastal Plains,1722.0,1272,1,38160.0,3054,82426,4,D/C 400 kV,GIS,Low,18,2015,2019,509,3271
PROJ-7163,Raipur,Hilly Forests,1180.0,6213,2,217455.0,5592,152094,4,S/C 220 kV,Hybrid,High,12,2019,2023,1864,2308
PROJ-3664,Bihar,Northern Plains,2023.0,2003,2,70105.0,1803,48072,2,S/C 220 kV,Hybrid,High,12,2010,2012,601,2933
PROJ-7324,Gujarat,Desert Plains,2424.0,2747,3,82557.99590444735,5502,208772,3,D/C 400 kV,AIS,High,12,2011,2015,917,4473
PROJ-2610,Rajasthan,Desert Plains,1159.0,857,2,25710.0,1716,55534,1,D/C 400 kV,GIS,Medium,12,2014,2018,286,500
PROJ-1555,Chhattisgarh,Hilly Forests,1406.0,1525,1,45750.0,3048,109800,1,D/C 400 kV,Hybrid,High,18,2014,2018,508,1480
PROJ-7442,Jabalpur,Hilly Forests,1500.0,1182,1,41370.0,1419,24595,4,S/C 220 kV,GIS,Low,18,2019,2023,473,3000
PROJ-3174,Delhi,Northern Plains,1298.0,5671,1,170130.0,11352,367481,3,D/C 400 kV,GIS,Medium,12,2013,2015,1892,2899
PROJ-7361,Bihar,Northern Plains,1937.0,2755,2,82798.42690817344,2067,66120,3,S/C 220 kV,Hybrid,High,12,2012,2014,689,2653
PROJ-7866,Rajasthan,Desert Plains,2690.469480286639,2152,2,75320.0,2583,46483,5,S/C 220 kV,GIS,Low,18,2020,2024,861,4583
PROJ-1020,Chhattisgarh,Hilly Forests,1014.0,1151,2,34925.0,2316,86325,1,D/C 400 kV,Hybrid,Medium,18,2011,2013,386,500
PROJ-1163,Jabalpur,Hilly Forests,1285.0,1182,2,35460.0,2844,177300,3,D/C 765 kV,Hybrid,Low,12,2014,2018,474,1478
PROJ-6481,Chhattisgarh,Hilly Forests,1514.0,1414,1,40100.0,3420,193718,2,D/C 765 kV,Hybrid,Medium,18,2022,2026,570,2913
PROJ-8451,Raipur,Hilly Forests,1228.0,5097,1,178395.0,5352,122328,3,S/C 220 kV,Hybrid,Medium,12,2017,2021,1784,3285
PROJ-4647,Chhattisgarh,Hilly Forests,1842.0,1923,2,76920.0,3462,288450,2,D/C 765 kV,AIS,High,12,2021,2023,577,3036
PROJ-2235,Delhi,Northern Plains,2494.0,2275,3,68372.56668460784,5466,341250,5,D/C 765 kV,Hybrid,Low,18,2012,2014,911,4216
PROJ-1830,Chhattisgarh,Hilly Forests,898.0,690,2,24150.0,828,16560,1,S/C 220 kV,AIS,Low,18,2019,2023,276,500
PROJ-9445,Delhi,Northern Plains,1515.0,1092,1,38220.0,1311,22722,1,S/C 220 kV,GIS,Low,18,2016,2018,437,1676
PROJ-1648,Chhattisgarh,Hilly Forests,1676.0,1807,2,54210.0,3252,243945,2,D/C 765 kV,GIS,High,18,2020,2022,542,2956
PROJ-6516,Gujarat,Desert Plains,1080.0,4682,1,148157.0,11226,702300,3,D/C 765 kV,AIS,Low,18,2016,2018,1871,2892
PROJ-7753,Assam,Hilly Forests,2318.0,1641,1,49318.40963931492,3942,237945,2,D/C 765 kV,GIS,Medium,12,2013,2016,657,3127
PROJ-7581,Rajasthan,Desert Plains,2634.0,2255,2,67723.0,5400,333740,4,D/C 765 kV,Hybrid,Medium,12,2020,2022,900,4897
PROJ-9906,Assam,Hilly Forests,1226.0,898,1,27068.0,1788,58190,1,D/C 400 kV,GIS,High,12,2013,2016,298,500
PROJ-9196,Karnataka,Coastal Plains,1314.0,1351,2,40602.78575424404,2700,97272,1,D/C 400 kV,Hybrid,Medium,18,2021,2023,450,1437
PROJ-4849,Assam,Hilly Forests,1671.0,1338,2,40212.08537318913,2688,83523,2,D/C 400 kV,GIS,Medium,12,2010,2013,448,2959
PROJ-4977,Assam,Hilly Forests,1746.0,1710,1,51996.0,4098,234270,4,D/C 765 kV,AIS,Low,18,2013,2016,683,3176
PROJ-3779,Rajasthan,Desert Plains,2411.0,2342,2,70260.0,5622,168624,4,D/C 400 kV,Hybrid,Low,18,2020,2023,937,4708
PROJ-4788,Bihar,Northern Plains,1006.0,791,2,23772.61549341749,1884,118650,2,D/C 765 kV,Hybrid,Medium,12,2018,2021,314,500
PROJ-4797,Assam,Hilly Forests,1150.0,1454,1,43698.33492721749,2916,113412,1,D/C 400 kV,AIS,Low,18,2015,2019,486,1392
PROJ-5832,Assam,Hilly Forests,1606.0,1363,2,40890.0,2454,177258,4,D/C 765 kV,GIS,High,18,2019,2023,409,2925
PROJ-5578,Assam,Hilly Forests,1246.0,5440,1,190400.0,5712,133171,3,S/C 220 kV,Hybrid,Medium,12,2014,2016,1904,3282
PROJ-6185,Odisha,Coastal Plains,2235.0,2047,2,65345.0,4092,132646,3,D/C 400 kV,GIS,High,18,2016,2018,682,3075
PROJ-5597,Rajasthan,Desert Plains,2674.0,2010,3,60300.0,4824,130248,4,D/C 400 kV,GIS,Low,18,2015,2018,804,4623
PROJ-6109,Assam,Hilly Forests,1165.0,977,2,39080.0,1758,149481,1,D/C 765 kV,Hybrid,High,18,2022,2026,293,500
PROJ-6574,Odisha,Coastal Plains,1335.0,1280,1,38400.0,1344,30720,2,S/C 220 kV,Hybrid,Medium,18,2020,2022,448,1578
PROJ-4524,Assam,Hilly Forests,1554.0,1613,1,52754.0,3222,104522,2,D/C 400 kV,GIS,High,12,2017,2020,537,2893
PROJ-1481,Odisha,Coastal Plains,2106.0,1830,1,54900.0,4392,131760,4,D/C 400 kV,Hybrid,Low,12,2022,2024,732,3115
PROJ-4526,Raipur,Hilly Forests,2417.0,2375,2,83125.0,2850,57000,3,S/C 220 kV,AIS,Low,18,2010,2014,950,4144
PROJ-7864,Delhi,Northern Plains,1085.0,1003,2,35105.0,903,21665,1,S/C 220 kV,GIS,High,12,2021,2025,301,500
PROJ-5457,Gujarat,Desert Plains,1343.0,1619,2,48570.0,1215,38856,2,S/C 220 kV,Hybrid,High,18,2017,2019,405,1809
PROJ-6120,Bihar,Northern Plains,1501.0,1363,2,42454.0,2736,98136,2,D/C 400 kV,Hybrid,High,12,2014,2017,456,3153
PROJ-4536,Jabalpur,Hilly Forests,1104.0,4472,2,124508.0,10728,670800,3,D/C 765 kV,AIS,Low,18,2012,2016,1788,2730
PROJ-2341,Rajasthan,Desert Plains,2317.0,1791,1,53826.49095917918,3582,116057,4,D/C 400 kV,GIS,High,18,2020,2022,597,3153
PROJ-8099,Raipur,Hilly Forests,2690.469480286639,2980,3,89560.54888796982,5964,193104,5,D/C 400 kV,GIS,Low,12,2016,2020,994,4058
PROJ-3126,Rajasthan,Desert Plains,1128.0,817,2,28595.0,735,17000,1,S/C 220 kV,GIS,High,18,2020,2023,245,500
PROJ-8836,Rajasthan,Desert Plains,1634.0,1340,2,40200.0,2412,174267,1,D/C 765 kV,GIS,High,18,2017,2021,402,1246
PROJ-8518,Bihar,Northern Plains,1465.0,1102,2,33060.0,1323,26448,2,S/C 220 kV,Hybrid,Low,12,2017,2020,441,2896
PROJ-2314,Karnataka,Coastal Plains,1327.0,6343,1,253720.0,11418,951450,4,D/C 765 kV,AIS,High,18,2022,2026,1903,3258
PROJ-4871,Chhattisgarh,Hilly Forests,1938.0,2119,1,59320.0,4254,152568,2,D/C 400 kV,Hybrid,High,12,2021,2024,709,2573
PROJ-9502,Raipur,Hilly Forests,2331.0,2660,3,93100.0,2793,63840,3,S/C 220 kV,AIS,Medium,18,2010,2013,931,4370
PROJ-7967,Karnataka,Coastal Plains,1090.0,739,1,22209.813969197887,1782,99765,1,D/C 765 kV,GIS,Medium,12,2014,2017,297,500
PROJ-7671,Raipur,Hilly Forests,1414.0,1468,1,42509.0,2940,105696,4,D/C 400 kV,Hybrid,Low,18,2015,2017,490,2897
PROJ-5142,Odisha,Coastal Plains,1272.0,4531,1,137995.0,10878,679650,2,D/C 765 kV,Hybrid,Medium,12,2020,2022,1813,3076
PROJ-1355,Jabalpur,Hilly Forests,2149.0,1709,2,59815.0,1794,35561,4,S/C 220 kV,GIS,Medium,12,2018,2020,598,2779
PROJ-4815,Assam,Hilly Forests,2577.0,2249,2,69410.0,5388,305864,3,D/C 765 kV,Hybrid,Medium,18,2015,2018,898,4627
PROJ-5976,Rajasthan,Desert Plains,1120.0,766,1,23789.0,1830,103410,2,D/C 765 kV,GIS,Low,18,2012,2014,305,500
PROJ-9330,Delhi,Northern Plains,1593.0,968,1,26623.0,2328,125888,1,D/C 765 kV,GIS,Medium,18,2016,2020,388,1665
PROJ-3388,Bihar,Northern Plains,1295.0,1296,2,38880.0,3108,194400,4,D/C 765 kV,AIS,Low,18,2016,2020,518,3054
PROJ-9607,Rajasthan,Desert Plains,1756.0,1588,2,50619.0,3804,238200,3,D/C 765 kV,AIS,Low,12,2012,2014,634,3138
PROJ-9098,Assam,Hilly Forests,2401.0,2814,2,80614.0,5634,202608,3,D/C 400 kV,Hybrid,Medium,12,2015,2019,939,4384
PROJ-5987,Chhattisgarh,Hilly Forests,1047.0,787,1,21395.0,1566,60599,1,D/C 400 kV,Hybrid,Medium,12,2015,2019,261,500
PROJ-8038,Assam,Hilly Forests,1138.0,1037,2,31323.0,2490,155550,1,D/C 765 kV,AIS,Low,18,2010,2012,415,1423
PROJ-8439,Odisha,Coastal Plains,1336.0,1594,2,47905.87749242412,3192,114768,3,D/C 400 kV,AIS,High,12,2017,2020,532,3148
PROJ-8571,Karnataka,Coastal Plains,1245.0,6340,2,190200.0,11412,951000,4,D/C 765 kV,Hybrid,High,18,2015,2018,1902,3003
PROJ-7874,Jabalpur,Hilly Forests,1902.0,1492,2,52220.0,1791,36524,2,S/C 220 kV,Hybrid,Low,12,2013,2015,597,3105
PROJ-9695,Rajasthan,Desert Plains,2625.0,2700,3,94500.0,2835,66096,4,S/C 220 kV,Hybrid,Medium,12,2021,2024,945,4587
PROJ-1271,Odisha,Coastal Plains,1275.0,785,1,27475.0,942,16334,1,S/C 220 kV,GIS,Low,12,2013,2016,314,500
PROJ-5873,Gujarat,Desert Plains,1446.0,1252,1,43820.0,1503,30048,3,S/C 220 kV,Hybrid,Low,12,2012,2016,501,1786
PROJ-7349,Chhattisgarh,Hilly Forests,1441.0,1320,2,46200.0,1386,32314,4,S/C 220 kV,Hybrid,Medium,18,2019,2022,462,3331
PROJ-4599,Karnataka,Coastal Plains,1221.0,5245,2,143639.0,10500,414355,3,D/C 400 kV,AIS,High,18,2014,2017,1750,2550
PROJ-4283,Rajasthan,Desert Plains,1709.0,2558,2,76740.0,1920,61392,4,S/C 220 kV,AIS,High,12,2022,2025,640,3077
PROJ-5079,Assam,Hilly Forests,2193.0,2337,2,76159.0,5622,338865,3,D/C 765 kV,AIS,Low,18,2016,2020,937,4354
PROJ-8034,Karnataka,Coastal Plains,910.0,880,1,30800.0,1056,21120,2,S/C 220 kV,AIS,Low,18,2016,2020,352,500
PROJ-9982,Delhi,Northern Plains,1396.0,1285,2,44975.0,1542,30840,2,S/C 220 kV,Hybrid,Low,18,2012,2015,514,1273
PROJ-1461,Delhi,Northern Plains,1338.0,1474,2,44220.0,2958,106128,3,D/C 400 kV,AIS,Medium,18,2018,2022,493,3144
PROJ-1693,Assam,Hilly Forests,1200.0,4418,2,154630.0,5301,108153,2,S/C 220 kV,Hybrid,Low,18,2011,2015,1767,2876
PROJ-7878,Gujarat,Desert Plains,1727.0,1703,1,50661.0,4086,255450,2,D/C 765 kV,AIS,Low,18,2017,2019,681,3284
PROJ-4186,Odisha,Coastal Plains,2330.0,2653,3,79732.93161066575,5298,198975,3,D/C 400 kV,AIS,High,18,2013,2017,883,4798
PROJ-2323,Gujarat,Desert Plains,1279.0,1723,2,68920.0,3102,258450,1,D/C 765 kV,Hybrid,High,12,2013,2015,517,1716
PROJ-9435,Bihar,Northern Plains,1501.0,1220,1,42700.0,1281,29866,3,S/C 220 kV,Hybrid,Medium,12,2019,2022,427,3060
PROJ-8000,Jabalpur,Hilly Forests,1285.0,5519,2,177448.0,11052,344518,4,D/C 400 kV,GIS,High,12,2012,2015,1842,2919
PROJ-8839,Bihar,Northern Plains,1807.0,1782,2,62370.0,2139,42768,4,S/C 220 kV,AIS,Low,12,2022,2024,713,2993
PROJ-1486,Jabalpur,Hilly Forests,2194.0,2147,2,64410.0,5166,322050,3,D/C 765 kV,AIS,Low,18,2013,2017,861,4658
PROJ-4780,Karnataka,Coastal Plains,1135.0,863,2,25890.0,1740,53872,1,D/C 400 kV,GIS,High,12,2015,2017,290,500
PROJ-9777,Chhattisgarh,Hilly Forests,1260.0,980,1,29400.0,2358,147000,3,D/C 765 kV,Hybrid,Medium,12,2010,2014,393,1653
PROJ-2564,Assam,Hilly Forests,1669.0,1492,2,44840.382194916434,2994,93137,3,D/C 400 kV,GIS,Low,18,2010,2014,499,2820
PROJ-6583,Gujarat,Desert Plains,1772.0,1813,1,54487.676219425935,4362,271950,3,D/C 765 kV,AIS,Medium,18,2020,2024,727,3110
PROJ-8262,Odisha,Coastal Plains,2530.0,2731,3,81930.0,2868,65544,4,S/C 220 kV,Hybrid,Medium,12,2013,2017,956,4064
PROJ-4958,Gujarat,Desert Plains,1017.0,788,2,23682.45386702021,1578,56736,2,D/C 400 kV,Hybrid,High,18,2017,2019,263,500
PROJ-7486,Raipur,Hilly Forests,1501.0,1417,2,49595.0,1488,30607,3,S/C 220 kV,GIS,Medium,18,2015,2019,496,1538
PROJ-1564,Gujarat,Desert Plains,1564.0,1379,2,41444.29426728536,2772,99288,3,D/C 400 kV,Hybrid,Low,18,2010,2013,462,3276
PROJ-5544,Odisha,Coastal Plains,2089.0,1495,2,42306.0,3594,224250,2,D/C 765 kV,Hybrid,Medium,12,2013,2015,599,2865
PROJ-8653,Odisha,Coastal Plains,2278.0,2643,2,79432.39285600814,5262,190296,3,D/C 400 kV,AIS,High,18,2010,2012,877,4491
PROJ-9967,Rajasthan,Desert Plains,973.0,1037,2,41480.0,1866,155550,1,D/C 765 kV,AIS,High,18,2014,2016,311,500
PROJ-5863,Jabalpur,Hilly Forests,1364.0,1976,2,58275.0,1482,47424,3,S/C 220 kV,Hybrid,High,18,2018,2021,494,1493
PROJ-9345,Karnataka,Coastal Plains,1747.0,1220,2,36600.0,1464,25386,3,S/C 220 kV,GIS,Low,18,2012,2016,488,3014
PROJ-4239,Delhi,Northern Plains,1138.0,5587,1,154164.0,11178,402264,3,D/C 400 kV,AIS,Low,18,2013,2016,1863,3149
PROJ-4962,Assam,Hilly Forests,2223.0,1512,1,45360.0,1815,32659,4,S/C 220 kV,GIS,Low,12,2014,2016,605,2819
PROJ-1687,Jabalpur,Hilly Forests,2648.0,3060,3,122400.0,5508,468180,4,D/C 765 kV,Hybrid,High,18,2013,2017,918,4284
PROJ-6621,Raipur,Hilly Forests,1096.0,860,1,30100.0,903,18576,2,S/C 220 kV,GIS,Medium,18,2013,2015,301,500
PROJ-3372,Assam,Hilly Forests,1476.0,1223,1,39263.0,2940,183450,1,D/C 765 kV,Hybrid,Medium,12,2018,2020,490,1599
PROJ-4517,Karnataka,Coastal Plains,1658.0,1528,2,45922.32171168386,3054,95384,2,D/C 400 kV,GIS,Medium,12,2021,2025,509,3032
PROJ-5576,Delhi,Northern Plains,1302.0,5577,1,166186.0,11172,401544,2,D/C 400 kV,Hybrid,Medium,18,2016,2018,1862,2961
PROJ-3934,Odisha,Coastal Plains,1857.0,1985,2,54496.0,3972,142920,2,D/C 400 kV,AIS,Low,12,2022,2026,662,3194
PROJ-5522,Rajasthan,Desert Plains,2690.469480286639,2560,2,76937.92119234991,5118,184320,5,D/C 400 kV,Hybrid,High,12,2019,2023,853,4212
PROJ-2255,Rajasthan,Desert Plains,905.0,567,2,22680.0,1020,85050,2,D/C 765 kV,AIS,High,12,2018,2021,170,500
PROJ-6493,Rajasthan,Desert Plains,1570.0,939,1,28220.589062350224,2256,126765,3,D/C 765 kV,GIS,Low,12,2014,2017,376,1643
PROJ-9577,Chhattisgarh,Hilly Forests,1472.0,972,2,29475.0,2316,138024,3,D/C 765 kV,Hybrid,Medium,18,2010,2012,386,3069
PROJ-6613,Raipur,Hilly Forests,1234.0,4658,1,163030.0,5589,114028,3,S/C 220 kV,Hybrid,Low,12,2010,2013,1863,2896
PROJ-4715,Rajasthan,Desert Plains,2042.0,1832,1,55058.69985327541,3666,135568,2,D/C 400 kV,Hybrid,Low,12,2014,2017,611,2925
PROJ-5840,Raipur,Hilly Forests,2207.0,3073,3,107555.0,2766,73752,3,S/C 220 kV,AIS,High,18,2012,2015,922,4353
PROJ-6031,Delhi,Northern Plains,948.0,1057,2,36995.0,951,25368,1,S/C 220 kV,AIS,High,18,2019,2022,317,500
PROJ-9080,Assam,Hilly Forests,1402.0,1409,1,42270.0,2820,101448,3,D/C 400 kV,Hybrid,High,12,2019,2022,470,1742
PROJ-8405,Jabalpur,Hilly Forests,1563.0,1653,1,49590.0,3306,125628,3,D/C 400 kV,Hybrid,Medium,12,2021,2025,551,3193
PROJ-8692,Delhi,Northern Plains,2143.0,2150,2,75250.0,1935,44737,3,S/C 220 kV,GIS,High,12,2010,2014,645,2830
PROJ-3520,Assam,Hilly Forests,2380.0,3263,2,114205.0,2937,78312,3,S/C 220 kV,AIS,High,18,2019,2021,979,4423
PROJ-3927,Karnataka,Coastal Plains,996.0,1027,1,41080.0,1848,154050,2,D/C 765 kV,Hybrid,High,18,2017,2019,308,500
PROJ-6276,Delhi,Northern Plains,1431.0,1471,2,41108.0,2958,91826,1,D/C 400 kV,GIS,Low,18,2013,2016,493,1351
PROJ-9194,Jabalpur,Hilly Forests,1234.0,1215,1,36450.0,2916,87480,2,D/C 400 kV,AIS,Low,12,2018,2022,486,2979
PROJ-8656,Karnataka,Coastal Plains,1335.0,4538,1,158830.0,5445,111090,2,S/C 220 kV,Hybrid,Low,18,2014,2018,1815,3128
PROJ-1347,Gujarat,Desert Plains,2271.0,2274,2,68342.51280914208,4542,141952,2,D/C 400 kV,GIS,Medium,12,2011,2014,757,3505
PROJ-6376,Rajasthan,Desert Plains,2407.0,2507,3,75210.0,5016,188025,3,D/C 400 kV,Hybrid,Low,18,2015,2019,836,4389
PROJ-9373,Jabalpur,Hilly Forests,1213.0,782,1,23460.0,1572,50674,1,D/C 400 kV,GIS,High,12,2022,2025,262,500
PROJ-4789,Jabalpur,Hilly Forests,1300.0,1477,1,44310.0,2658,221550,1,D/C 765 kV,Hybrid,High,12,2015,2017,443,1193
PROJ-7979,Jabalpur,Hilly Forests,1427.0,1450,1,43500.0,3480,104400,3,D/C 400 kV,Hybrid,Low,12,2015,2017,580,2947
PROJ-9211,Jabalpur,Hilly Forests,1216.0,5653,1,174510.0,11310,407016,3,D/C 400 kV,Hybrid,Medium,18,2022,2025,1885,3197
PROJ-4581,Karnataka,Coastal Plains,1764.0,2390,1,83650.0,2151,57360,4,S/C 220 kV,AIS,High,18,2010,2012,717,3135
PROJ-4514,Gujarat,Desert Plains,2463.0,2474,2,74220.0,2598,60564,4,S/C 220 kV,Hybrid,Medium,18,2017,2020,866,4367
PROJ-4735,Bihar,Northern Plains,994.0,1278,1,38408.85284524343,963,30672,1,S/C 220 kV,Hybrid,High,12,2016,2019,321,500
PROJ-4334,Chhattisgarh,Hilly Forests,1212.0,1234,1,43190.0,1296,29616,1,S/C 220 kV,AIS,Medium,12,2018,2021,432,1290
PROJ-7405,Assam,Hilly Forests,1373.0,1460,1,43878.65818001206,3510,211700,4,D/C 765 kV,AIS,Medium,12,2011,2014,585,2758
PROJ-6175,Rajasthan,Desert Plains,1938.0,1555,1,46650.0,1866,37320,4,S/C 220 kV,AIS,Low,18,2020,2022,622,2941
PROJ-2480,Jabalpur,Hilly Forests,2305.0,3675,3,115562.0,2760,88200,5,S/C 220 kV,AIS,High,18,2022,2025,920,4642
PROJ-6282,Bihar,Northern Plains,1050.0,1080,1,37800.0,1134,23328,1,S/C 220 kV,GIS,Medium,12,2015,2019,378,500
PROJ-9325,Karnataka,Coastal Plains,1350.0,934,2,28070.31968502141,2250,140100,2,D/C 765 kV,Hybrid,Low,12,2016,2018,375,1310
PROJ-8146,Delhi,Northern Plains,1543.0,1607,2,48210.0,1446,33438,4,S/C 220 kV,GIS,High,12,2014,2016,482,3097
PROJ-1411,Chhattisgarh,Hilly Forests,1084.0,4650,2,151115.0,11160,697500,4,D/C 765 kV,AIS,Medium,18,2022,2024,1860,3056
PROJ-3308,Rajasthan,Desert Plains,2283.0,2562,1,76860.0,1926,55339,3,S/C 220 kV,GIS,High,12,2011,2013,642,2967
PROJ-3087,Chhattisgarh,Hilly Forests,2157.0,2280,3,79800.0,2736,54720,5,S/C 220 kV,AIS,Low,12,2014,2017,912,4780
PROJ-7692,Assam,Hilly Forests,925.0,1046,2,31380.0,2088,75312,1,D/C 400 kV,AIS,Medium,12,2019,2022,348,500
PROJ-5179,Gujarat,Desert Plains,1558.0,1297,1,38640.0,2586,84046,1,D/C 400 kV,GIS,High,12,2018,2021,431,875
PROJ-8623,Chhattisgarh,Hilly Forests,1603.0,1038,1,36330.0,1245,21599,3,S/C 220 kV,GIS,Low,18,2010,2013,415,2882
PROJ-5555,Assam,Hilly Forests,1301.0,7552,2,226966.86751743223,5667,163123,3,S/C 220 kV,GIS,High,18,2017,2021,1889,3051
PROJ-9591,Odisha,Coastal Plains,2116.0,1602,2,48060.0,3840,219474,2,D/C 765 kV,Hybrid,Medium,18,2010,2014,640,3046
PROJ-4614,Raipur,Hilly Forests,2690.469480286639,3073,2,122920.0,5532,470169,5,D/C 765 kV,Hybrid,High,12,2022,2026,922,4302
PROJ-7942,Karnataka,Coastal Plains,1072.0,815,1,24450.0,1956,122250,1,D/C 765 kV,Hybrid,Medium,18,2022,2025,326,500
PROJ-7893,Raipur,Hilly Forests,1560.0,1180,2,35400.0,2832,76464,3,D/C 400 kV,GIS,Low,18,2020,2023,472,1205
PROJ-9540,Assam,Hilly Forests,2004.0,1867,2,56010.0,1680,44808,2,S/C 220 kV,Hybrid,High,12,2018,2020,560,3056
PROJ-6774,Rajasthan,Desert Plains,2588.0,2218,3,77630.0,2661,54297,3,S/C 220 kV,Hybrid,Low,18,2010,2014,887,4500
PROJ-9921,Odisha,Coastal Plains,911.0,990,2,29700.0,1980,71280,2,D/C 400 kV,AIS,Medium,12,2010,2013,330,500
PROJ-4688,Bihar,Northern Plains,1525.0,1517,1,60680.0,2730,197286,2,D/C 765 kV,GIS,High,18,2016,2019,455,1434
PROJ-6815,Delhi,Northern Plains,1232.0,1090,1,32758.72425768024,2604,159140,2,D/C 765 kV,AIS,Medium,18,2018,2021,434,2843
PROJ-6048,Rajasthan,Desert Plains,1265.0,5488,2,164640.0,10974,400624,4,D/C 400 kV,Hybrid,Medium,18,2015,2017,1829,3075
PROJ-6403,Jabalpur,Hilly Forests,1939.0,1867,1,56110.58549457706,3720,138158,3,D/C 400 kV,AIS,High,12,2013,2017,620,2735
PROJ-4942,Raipur,Hilly Forests,2690.469480286639,3187,2,95610.0,5736,414469,5,D/C 765 kV,GIS,High,18,2016,2020,956,4797
PROJ-5996,Assam,Hilly Forests,1209.0,651,2,19530.0,1566,91791,1,D/C 765 kV,GIS,Medium,12,2014,2017,261,500
PROJ-3456,Assam,Hilly Forests,1226.0,1255,2,39642.0,2526,96635,1,D/C 400 kV,AIS,High,12,2011,2013,421,1609
PROJ-3111,Karnataka,Coastal Plains,1553.0,1923,1,57690.0,1731,46152,3,S/C 220 kV,Hybrid,High,12,2015,2019,577,2645
PROJ-2799,Raipur,Hilly Forests,1178.0,5485,1,152523.0,10956,394920,3,D/C 400 kV,AIS,High,18,2014,2018,1826,3010
PROJ-2646,Karnataka,Coastal Plains,2118.0,1608,1,48240.0,3870,229944,2,D/C 765 kV,GIS,Medium,12,2019,2023,645,2714
PROJ-2567,Karnataka,Coastal Plains,2237.0,3399,3,94734.0,2550,81576,5,S/C 220 kV,AIS,High,18,2018,2021,850,4703
PROJ-3002,Gujarat,Desert Plains,1075.0,970,1,38800.0,1746,130950,1,D/C 765 kV,GIS,High,12,2021,2023,291,500
PROJ-6194,Odisha,Coastal Plains,1437.0,1254,1,37620.0,1317,27086,3,S/C 220 kV,GIS,Medium,12,2020,2023,439,1569
PROJ-6688,Rajasthan,Desert Plains,1550.0,1209,2,36335.13543810588,2898,181350,3,D/C 765 kV,Hybrid,Medium,18,2021,2023,483,3243
PROJ-8894,Gujarat,Desert Plains,1240.0,5683,1,170796.17427192366,11382,409176,4,D/C 400 kV,AIS,Medium,18,2010,2014,1897,2689
PROJ-3323,Raipur,Hilly Forests,2136.0,1680,2,50400.0,2016,40320,4,S/C 220 kV,Hybrid,Low,18,2017,2019,672,3307
PROJ-3160,Raipur,Hilly Forests,2290.0,2160,2,62160.0,5208,308880,4,D/C 765 kV,AIS,Medium,18,2019,2023,868,4678
PROJ-4264,Rajasthan,Desert Plains,1008.0,1136,1,34141.20252910527,858,29536,1,S/C 220 kV,AIS,High,18,2016,2019,286,500
PROJ-7965,Karnataka,Coastal Plains,1228.0,998,2,29940.0,2382,149700,3,D/C 765 kV,AIS,Medium,12,2021,2025,397,1453
PROJ-7755,Rajasthan,Desert Plains,1567.0,1525,1,45832.16008528657,3060,98820,2,D/C 400 kV,GIS,High,12,2014,2016,510,3143
PROJ-8787,Rajasthan,Desert Plains,1439.0,4635,2,162225.0,5562,96445,3,S/C 220 kV,GIS,Low,18,2011,2013,1854,2902
PROJ-1673,Assam,Hilly Forests,1843.0,1464,1,43146.0,3522,218136,4,D/C 765 kV,AIS,Medium,18,2021,2023,587,3147
PROJ-8214,Assam,Hilly Forests,2690.469480286639,2682,2,86949.0,5352,167421,3,D/C 400 kV,GIS,High,12,2013,2017,892,4071
PROJ-6594,Odisha,Coastal Plains,1031.0,718,1,21540.0,1722,96930,2,D/C 765 kV,GIS,Low,12,2013,2016,287,500
PROJ-1101,Rajasthan,Desert Plains,1486.0,1133,2,33990.0,2268,73418,3,D/C 400 kV,GIS,Low,18,2017,2021,378,1423
PROJ-3183,Rajasthan,Desert Plains,1748.0,1695,1,50941.31891446606,3390,105809,4,D/C 400 kV,GIS,High,18,2021,2024,565,3017
PROJ-3361,Rajasthan,Desert Plains,1138.0,5393,2,161790.0,10788,388296,2,D/C 400 kV,AIS,Low,18,2011,2015,1798,2999
PROJ-7075,Raipur,Hilly Forests,2233.0,1683,2,58905.0,1767,35020,2,S/C 220 kV,GIS,Medium,12,2018,2021,589,2777
PROJ-1771,Assam,Hilly Forests,2690.469480286639,2620,2,78600.0,2751,54517,5,S/C 220 kV,GIS,Medium,18,2016,2018,917,4631
PROJ-1972,Odisha,Coastal Plains,1221.0,846,2,29610.0,888,18274,2,S/C 220 kV,GIS,Medium,12,2010,2012,296,500
PROJ-8346,Karnataka,Coastal Plains,1476.0,1257,2,37777.72146046244,3006,184779,1,D/C 765 kV,GIS,Medium,18,2012,2014,501,1486
PROJ-9385,Raipur,Hilly Forests,1392.0,1274,2,35683.0,2556,98098,4,D/C 400 kV,Hybrid,High,18,2020,2022,426,3066
